customer_id,orders,revenue,avg_order_value
C04065,30,6034.49,201.14966666666666
C00561,21,6029.76,287.13142857142856
C03745,32,6023.94,188.248125
C03666,21,5987.5199999999995,285.12
C03088,6,5966.1900000000005,994.3650000000001
C00072,13,5958.27,458.32846153846157
C03763,48,5955.9800000000005,124.08291666666668
C01189,33,5940.64,180.01939393939395
C03181,13,5940.44,456.95692307692303
C01238,7,5924.0,846.2857142857143
C00261,22,5909.77,268.6259090909091
C04169,34,5897.5599999999995,173.4576470588235
C04354,43,5871.71,136.55139534883722
C00009,37,5869.7,158.64054054054054
C03210,20,5844.49,292.2245
C04222,38,5843.91,153.78710526315788
C03115,9,5842.549999999999,649.1722222222221
C03861,15,5805.68,387.04533333333336
C01902,33,5802.2,175.8242424242424
C04750,27,5800.88,214.84740740740742
C02031,51,5797.9,113.68431372549018
C02308,7,5795.7,827.9571428571428
C04367,8,5768.13,721.01625
C01937,12,5767.05,480.58750000000003
C01511,21,5744.28,273.53714285714284
C00969,16,5731.17,358.198125
C01780,15,5730.79,382.05266666666665
C02383,35,5718.92,163.3977142857143
C04297,14,5704.76,407.48285714285714
C01477,8,5694.42,711.8025
C03740,12,5688.75,474.0625
C02168,12,5685.6900000000005,473.80750000000006
C01880,21,5685.349999999999,270.7309523809524
C02603,10,5679.65,567.9649999999999
C01347,10,5667.25,566.725
C04315,19,5662.61,298.03210526315786
C02160,24,5652.429999999999,235.51791666666665
C04911,24,5629.42,234.55916666666667
C02363,8,5621.49,702.68625
C00808,45,5620.63,124.9028888888889
C04547,23,5619.200000000001,244.3130434782609
C02815,33,5608.51,169.9548484848485
C01721,38,5603.849999999999,147.46973684210525
C02597,37,5601.0,151.3783783783784
C03998,14,5599.88,399.99142857142857
C02511,11,5596.5,508.77272727272725
C02319,10,5595.11,559.511
C03528,19,5595.1,294.4789473684211
C02586,13,5590.95,430.0730769230769
C03684,11,5549.08,504.46181818181816
C03527,27,5524.72,204.61925925925928
C00196,34,5519.94,162.35117647058823
C00082,11,5516.71,501.5190909090909
C00232,10,5504.35,550.4350000000001
C01225,46,5500.650000000001,119.57934782608697
C00775,29,5500.42,189.6696551724138
C00424,28,5491.35,196.11964285714288
C02698,15,5488.77,365.918
C03005,32,5488.43,171.5134375
C01943,8,5450.82,681.3525
C01283,9,5449.91,605.5455555555556
C03817,8,5444.45,680.55625
C00972,30,5422.86,180.762
C04258,11,5420.1900000000005,492.7445454545455
C00384,16,5406.91,337.931875
C00725,22,5389.89,244.995
C01177,14,5354.57,382.4692857142857
C02842,5,5345.91,1069.182
C04534,8,5336.05,667.00625
C04738,31,5326.37,171.8183870967742
C01532,38,5314.34,139.85105263157894
C00535,29,5276.110000000001,181.93482758620692
C00812,43,5274.12,122.6539534883721
C01620,22,5273.83,239.71954545454545
C03481,12,5268.22,439.0183333333334
C02613,10,5266.700000000001,526.6700000000001
C01631,11,5264.389999999999,478.580909090909
C03884,14,5261.5199999999995,375.8228571428571
C00560,16,5246.19,327.886875
C00306,7,5234.81,747.83
C04906,13,5229.0,402.2307692307692
C00835,21,5225.26,248.82190476190476
C03824,18,5205.56,289.1977777777778
C00362,36,5204.41,144.56694444444443
C03989,18,5196.2,288.67777777777775
C03286,24,5187.280000000001,216.13666666666668
C04798,9,5183.99,575.9988888888888
C04156,29,5174.0599999999995,178.4158620689655
C03370,18,5165.73,286.98499999999996
C00302,14,5165.19,368.9421428571428
C00451,24,5158.03,214.91791666666666
C03572,36,5153.18,143.1438888888889
C03862,25,5145.76,205.8304
C01011,7,5141.31,734.4728571428572
C01269,6,5137.31,856.2183333333334
C02589,16,5131.400000000001,320.71250000000003
C04184,14,5131.3,366.5214285714286
C03142,31,5126.34,165.3658064516129
C04972,28,5120.79,182.88535714285715
C01318,19,5120.02,269.4747368421053
C01610,8,5119.83,639.97875
C03032,19,5113.98,269.15684210526314
C04647,14,5095.03,363.93071428571426
C00088,11,5080.87,461.8972727272727
C04284,29,5077.71,175.09344827586207
C00884,16,5075.42,317.21375
C04236,37,5072.3,137.0891891891892
C00959,6,5071.8,845.3000000000001
C02973,34,5064.57,148.95794117647057
C03696,11,5059.240000000001,459.93090909090915
C03051,24,5059.110000000001,210.79625000000001
C04773,46,5057.93,109.95500000000001
C02212,14,5048.58,360.61285714285714
C01979,17,5048.110000000001,296.9476470588236
C00455,34,5039.41,148.2179411764706
C04076,16,5033.62,314.60125
C04268,6,5033.57,838.9283333333333
C00882,22,5029.5,228.61363636363637
C04228,36,5029.09,139.69694444444445
C04045,15,5027.36,335.1573333333333
C03495,33,5023.55,152.2287878787879
C02514,14,5021.35,358.66785714285714
C01170,26,5014.68,192.87230769230771
C00248,15,5000.84,333.38933333333335
C04775,23,4991.93,217.0404347826087
C04150,12,4983.38,415.2816666666667
C04929,13,4980.64,383.1261538461539
C00231,23,4976.1900000000005,216.35608695652175
C02178,19,4971.0,261.63157894736844
C02234,14,4967.110000000001,354.79357142857145
C01705,11,4965.38,451.39818181818185
C00378,15,4965.27,331.01800000000003
C03755,12,4951.89,412.6575
C01261,30,4930.06,164.33533333333335
C01071,34,4920.34,144.71588235294118
C04189,41,4910.05,119.75731707317074
C03263,32,4902.82,153.213125
C02159,5,4892.22,978.4440000000001
C03379,7,4882.5599999999995,697.5085714285714
C04209,8,4875.01,609.37625
C02257,27,4860.52,180.0192592592593
C00290,30,4850.62,161.68733333333333
C03794,36,4833.39,134.26083333333335
C03218,19,4821.8,253.77894736842106
C02280,11,4812.22,437.4745454545455
C00027,13,4797.42,369.0323076923077
C03571,20,4791.0,239.55
C04542,14,4786.48,341.89142857142855
C02321,27,4771.84,176.73481481481483
C02305,9,4766.13,529.57
C04936,32,4760.75,148.7734375
C00519,28,4757.78,169.92071428571427
C00555,33,4757.22,144.15818181818182
C03724,7,4745.7699999999995,677.9671428571428
C00041,16,4739.74,296.23375
C00291,23,4735.27,205.8813043478261
C01646,12,4733.18,394.4316666666667
C03804,34,4729.87,139.11382352941177
C03225,35,4722.9,134.94
C04165,13,4713.27,362.5592307692308
C01547,14,4709.56,336.3971428571429
C00917,26,4709.4400000000005,181.1323076923077
C04372,27,4709.37,174.42111111111112
C00145,6,4697.04,782.84
C02360,33,4690.99,142.15121212121213
C00671,13,4689.3099999999995,360.7161538461538
C01958,22,4687.22,213.05545454545455
C04947,36,4685.76,130.16
C01040,16,4684.89,292.805625
C02380,10,4671.86,467.186
C03124,12,4668.37,389.0308333333333
C01007,20,4665.13,233.25650000000002
C04257,23,4656.33,202.4491304347826
C01994,17,4648.67,273.4511764705882
C00825,11,4636.9800000000005,421.5436363636364
C04167,14,4632.46,330.89
C03993,32,4631.75,144.7421875
C00662,12,4627.63,385.6358333333333
C02730,22,4625.15,210.2340909090909
C04918,6,4624.29,770.715
C00624,7,4619.29,659.8985714285715
C02447,34,4618.34,135.83352941176472
C03185,17,4616.01,271.53000000000003
C01270,3,4611.99,1537.33
C04536,34,4611.91,135.64441176470586
C02758,18,4609.04,256.0577777777778
C01041,15,4607.61,307.174
C01912,23,4583.52,199.28347826086957
C00849,15,4578.35,305.22333333333336
C01086,21,4572.56,217.7409523809524
C00687,16,4565.17,285.323125
C02791,32,4564.7300000000005,142.64781250000001
C02659,23,4561.67,198.33347826086955
C02626,9,4552.76,505.8622222222223
C03735,14,4552.7,325.1928571428571
C00298,29,4545.9800000000005,156.75793103448277
C03751,21,4541.98,216.2847619047619
C01436,20,4541.68,227.084
C03870,13,4538.75,349.13461538461536
C02186,27,4535.94,167.99777777777777
C02317,35,4531.64,129.47542857142858
C03732,20,4531.31,226.56550000000001
C04320,19,4529.01,238.36894736842106
C04277,10,4527.69,452.76899999999995
C03972,30,4525.1,150.83666666666667
C02099,28,4519.91,161.42535714285714
C03879,31,4508.45,145.43387096774194
C04213,11,4500.37,409.12454545454545
C02501,11,4495.76,408.7054545454546
C00084,21,4495.75,214.08333333333334
C00741,34,4495.08,132.20823529411766
C04977,7,4478.95,639.85
C04126,34,4468.85,131.43676470588235
C00643,20,4458.04,222.902
C01685,19,4456.99,234.57842105263157
C01380,6,4456.8099999999995,742.8016666666666
C03526,8,4434.8,554.35
C01636,4,4430.62,1107.655
C04183,14,4424.77,316.055
C03184,31,4424.3,142.71935483870968
C00153,25,4422.67,176.9068
C04182,27,4419.12,163.67111111111112
C04617,27,4411.89,163.40333333333334
C02992,20,4407.110000000001,220.35550000000003
C03781,20,4407.01,220.3505
C01020,15,4392.78,292.852
C00863,16,4391.639999999999,274.47749999999996
C01991,23,4389.28,190.8382608695652
C00724,10,4387.53,438.753
C02506,27,4378.0199999999995,162.14888888888888
C04650,10,4375.6900000000005,437.5690000000001
C00138,12,4374.34,364.52833333333336
C00002,11,4361.54,396.50363636363636
C02330,6,4361.26,726.8766666666667
C00679,19,4357.2,229.32631578947368
C00035,3,4355.29,1451.7633333333333
C01482,35,4353.53,124.38657142857141
C04214,20,4350.77,217.53850000000003
C02700,17,4346.68,255.68705882352944
C02086,25,4341.41,173.6564
C01090,11,4339.59,394.5081818181818
C00710,11,4333.77,393.9790909090909
C02802,6,4322.59,720.4316666666667
C03686,14,4319.76,308.55428571428575
C03306,13,4315.3,331.94615384615383
C00735,30,4312.11,143.737
C02453,26,4307.18,165.66076923076923
C02208,6,4299.7699999999995,716.6283333333332
C03169,16,4298.2,268.6375
C00995,8,4292.85,536.60625
C04620,15,4291.51,286.10066666666665
C00010,6,4285.4800000000005,714.2466666666668
C01504,12,4279.29,356.6075
C01408,35,4269.41,121.98314285714285
C01452,17,4258.780000000001,250.51647058823534
C03041,18,4257.349999999999,236.51944444444442
C02995,9,4238.02,470.8911111111112
C02351,28,4237.84,151.35142857142858
C02233,30,4236.8099999999995,141.22699999999998
C01800,17,4234.96,249.11529411764707
C03201,28,4231.29,151.1175
C03843,26,4223.94,162.45923076923074
C03389,5,4223.85,844.7700000000001
C04190,6,4221.610000000001,703.6016666666668
C03435,18,4221.51,234.52833333333334
C01833,9,4220.42,468.93555555555554
C04497,9,4218.38,468.7088888888889
C02878,15,4218.33,281.222
C04043,23,4212.46,183.1504347826087
C04386,20,4209.43,210.47150000000002
C03523,28,4208.82,150.315
C00984,8,4204.59,525.57375
C00766,24,4200.9,175.0375
C03607,43,4199.77,97.66906976744187
C00844,12,4197.62,349.8016666666667
C00109,21,4184.41,199.25761904761904
C02277,12,4169.37,347.4475
C00136,26,4161.11,160.0426923076923
C00462,26,4149.62,159.60076923076923
C00057,8,4145.55,518.19375
C04615,7,4141.43,591.6328571428572
C03955,30,4132.57,137.75233333333333
C04682,21,4125.94,196.4733333333333
C00935,21,4124.95,196.42619047619047
C03254,7,4120.21,588.6014285714285
C03300,17,4114.28,242.01647058823528
C01942,9,4111.88,456.8755555555556
C04127,32,4110.79,128.4621875
C02616,8,4110.58,513.8225
C01402,25,4107.389999999999,164.29559999999998
C03455,22,4105.74,186.62454545454545
C00253,11,4103.55,373.05
C02647,14,4103.53,293.1092857142857
C02068,19,4103.01,215.94789473684213
C02803,26,4098.9,157.64999999999998
C00573,9,4093.79,454.86555555555555
C02741,36,4092.62,113.68388888888889
C02832,8,4085.83,510.72875
C04896,7,4085.07,583.5814285714285
C02658,33,4083.69,123.74818181818182
C01039,10,4082.79,408.279
C02304,10,4082.7,408.27
C04903,13,4081.8999999999996,313.9923076923077
C04521,17,4079.4300000000003,239.96647058823532
C02193,12,4074.94,339.5783333333333
C03873,17,4057.8999999999996,238.7
C04553,11,4055.13,368.64818181818185
C02493,26,4049.7000000000003,155.7576923076923
C04790,16,4038.41,252.400625
C02011,27,4036.9300000000003,149.51592592592593
C01906,8,4034.92,504.365
C01031,15,4030.05,268.67
C03577,11,4028.5299999999997,366.22999999999996
C03280,25,4019.0,160.76
C04644,19,4014.06,211.26631578947368
C02098,13,4011.52,308.5784615384615
C01371,23,4006.93,174.21434782608694
C00259,23,4003.19,174.05173913043478
C02053,13,3993.55,307.19615384615383
C02362,31,3992.22,128.78129032258065
C00324,10,3987.39,398.739
C00270,18,3986.2799999999997,221.45999999999998
C04086,20,3976.6099999999997,198.83049999999997
C01328,14,3972.4900000000002,283.74928571428575
C00610,8,3970.48,496.31
C02457,12,3960.87,330.0725
C01809,9,3951.94,439.1044444444444
C03658,8,3937.95,492.24375
C02590,6,3931.43,655.2383333333333
C03682,27,3928.33,145.4937037037037
C00944,6,3927.5200000000004,654.5866666666667
C03935,11,3927.41,357.0372727272727
C04371,32,3925.8599999999997,122.68312499999999
C00973,21,3919.37,186.63666666666666
C04858,32,3912.86,122.276875
C01813,13,3908.15,300.6269230769231
C01609,12,3897.38,324.7816666666667
C04639,22,3895.57,177.07136363636366
C02412,22,3895.41,177.0640909090909
C01066,12,3889.14,324.09499999999997
C04840,22,3881.42,176.42818181818183
C02174,25,3879.34,155.1736
C02147,33,3875.9300000000003,117.45242424242426
C01447,26,3873.73,148.98961538461538
C03114,29,3871.93,133.51482758620688
C04849,31,3871.29,124.88032258064516
C01399,17,3868.48,227.55764705882353
C02173,19,3866.48,203.49894736842106
C04491,14,3864.07,276.005
C00292,21,3858.67,183.7461904761905
C02035,37,3857.69,104.26189189189189
C03490,12,3853.37,321.1141666666667
C00925,27,3852.88,142.69925925925926
C00491,19,3852.35,202.75526315789475
C04663,11,3851.43,350.13
C02346,18,3844.6,213.58888888888887
C03709,8,3842.0499999999997,480.25624999999997
C02391,13,3838.3,295.25384615384615
C04176,9,3837.79,426.4211111111111
C04871,8,3829.4700000000003,478.68375000000003
C04374,24,3820.91,159.20458333333332
C03799,8,3818.6,477.325
C03179,29,3818.0,131.6551724137931
C03833,8,3812.44,476.555
C03525,15,3808.23,253.882
C00050,40,3806.34,95.1585
C00732,27,3803.71,140.87814814814814
C03659,23,3800.05,165.2195652173913
C03859,21,3799.6200000000003,180.93428571428572
C04745,23,3799.55,165.19782608695652
C01251,21,3798.6,180.88571428571427
C03345,19,3797.97,199.89315789473685
C04352,29,3796.98,130.9303448275862
C00924,15,3796.35,253.09
C03463,21,3793.33,180.6347619047619
C02564,13,3789.13,291.47153846153844
C02214,14,3786.38,270.4557142857143
C03503,13,3785.4,291.18461538461537
C03427,17,3781.94,222.4670588235294
C03318,19,3781.69,199.0363157894737
C00376,23,3780.96,164.3895652173913
C04052,15,3777.03,251.80200000000002
C02665,7,3775.34,539.3342857142858
C03851,6,3771.68,628.6133333333333
C01560,12,3769.8,314.15000000000003
C00746,5,3766.9600000000005,753.392
C00590,23,3761.46,163.5417391304348
C00512,16,3760.35,235.021875
C02652,10,3755.5,375.55
C02298,28,3746.84,133.81571428571428
C04737,19,3742.56,196.97684210526316
C01046,2,3738.99,1869.495
C02223,5,3732.65,746.53
C02448,11,3731.72,339.24727272727273
C01637,4,3727.43,931.8575
C01822,11,3718.33,338.03
C04869,6,3713.54,618.9233333333333
C04523,12,3710.0699999999997,309.17249999999996
C02228,21,3703.85,176.3738095238095
C00927,13,3702.44,284.8030769230769
C00207,31,3701.5699999999997,119.40548387096773
C01818,8,3699.6099999999997,462.45124999999996
C01133,21,3697.0099999999998,176.04809523809521
C01341,8,3695.4900000000002,461.93625000000003
C02324,21,3685.4500000000003,175.49761904761905
C03723,13,3684.25,283.40384615384613
C04291,31,3683.88,118.83483870967743
C00204,26,3672.7799999999997,141.26076923076923
C01220,30,3672.7200000000003,122.424
