customer_id,order_id,order_date,product_id,category,brand,amount,quantity
C04446,O0044799,2025-09-19,HOM-IKE-0110,Home,Ikea,628.93,1
C03394,O0034063,2025-02-16,GRO-HEI-0179,Grocery,Heinz,29.98,1
C02714,O0027475,2026-02-19,FAS-UNI-0536,Fashion,Uniqlo,47.67,1
C03120,O0031144,2025-05-22,BEA-LO-0537,Beauty,L'Oreal,214.52,4
C02077,O0021236,2025-03-11,GRO-NES-0077,Grocery,Nestle,74.68,2
C00150,O0001391,2025-03-29,HOM-DYS-0546,Home,Dyson,109.3,1
C03805,O0038250,2025-02-01,BEA-NIV-0435,Beauty,Nivea,101.21,2
C03745,O0037625,2024-12-27,HOM-IKE-0348,Home,Ikea,235.05,1
C04171,O0042029,2025-11-14,TOY-LEG-0689,Toys,Lego,112.67,1
C02035,O0020835,2026-02-18,BOO-HAR-0605,Books,HarperCollins,35.88,1
C01427,O0014758,2025-02-16,SPO-COL-0686,Sports,Columbia,287.82,2
C02594,O0026397,2025-01-09,FAS-NIK-0694,Fashion,Nike,378.36,2
C00664,O0006809,2025-10-12,GRO-QUA-0134,Grocery,Quaker,27.12,1
C00884,O0009226,2025-12-12,SPO-UND-0601,Sports,Under Armour,301.0,1
C04816,O0048395,2026-04-30,FAS-ZAR-0021,Fashion,Zara,53.03,1
C00521,O0005396,2025-03-24,FAS-ADI-0655,Fashion,Adidas,150.99,2
C00678,O0006944,2026-02-25,SPO-PUM-0174,Sports,Puma,80.05,1
C02337,O0023871,2025-06-14,HOM-OXO-0750,Home,OXO,183.88,1
C03236,O0032493,2025-06-03,FAS-NIK-0076,Fashion,Nike,249.18,2
C03614,O0036346,2025-04-12,TOY-MAT-0262,Toys,Mattel,71.05,2
C01019,O0010756,2025-08-26,HOM-PHI-0239,Home,Philips,323.03,1
C01182,O0012302,2025-04-14,GRO-PEP-0516,Grocery,PepsiCo,42.08,1
C04816,O0048387,2025-03-22,SPO-UND-0176,Sports,Under Armour,71.62,1
C04235,O0042746,2026-05-18,ELE-SON-0209,Electronics,Sony,683.12,1
C02895,O0029090,2025-03-02,SPO-REE-0347,Sports,Reebok,106.84,1
C04436,O0044713,2025-03-14,SPO-COL-0009,Sports,Columbia,188.84,1
C01389,O0014344,2025-03-28,BEA-MAY-0786,Beauty,Maybelline,36.49,1
C03799,O0038173,2026-01-11,ELE-LOG-0702,Electronics,Logitech,593.65,2
C00490,O0005072,2026-04-28,FAS-ADI-0036,Fashion,Adidas,55.19,1
C02360,O0024122,2025-03-29,FAS-ADI-0508,Fashion,Adidas,84.13,1
C04858,O0048810,2026-01-23,BEA-LO-0093,Beauty,L'Oreal,34.98,1
C01726,O0017821,2025-05-29,SPO-WIL-0307,Sports,Wilson,705.78,3
C00122,O0001123,2025-08-01,ELE-ANK-0461,Electronics,Anker,192.66,1
C01071,O0011265,2025-12-01,GRO-KEL-0338,Grocery,Kellogg's,24.71,1
C03052,O0030580,2025-01-17,BOO-PEA-0260,Books,Pearson,25.87,1
C04521,O0045465,2026-05-11,FAS-ZAR-0164,Fashion,Zara,773.07,5
C04801,O0048217,2025-07-23,ELE-SON-0361,Electronics,Sony,341.39,1
C04270,O0043045,2025-02-01,SPO-REE-0500,Sports,Reebok,62.12,1
C01507,O0015657,2026-01-13,BEA-CER-0706,Beauty,CeraVe,26.43,1
C00201,O0001901,2025-11-09,GRO-KEL-0520,Grocery,Kellogg's,31.81,2
C00018,O0000148,2025-03-20,GRO-KEL-0292,Grocery,Kellogg's,40.3,2
C02952,O0029643,2025-04-09,BOO-PEA-0322,Books,Pearson,58.27,1
C00334,O0003212,2025-12-26,GRO-KEL-0309,Grocery,Kellogg's,23.62,1
C04339,O0043851,2026-02-17,TOY-HAS-0769,Toys,Hasbro,211.71,2
C00242,O0002355,2025-01-18,BOO-PEA-0088,Books,Pearson,24.31,1
C03158,O0031521,2025-12-08,FAS-UNI-0331,Fashion,Uniqlo,17.38,1
C04222,O0042584,2025-09-10,BEA-MAY-0531,Beauty,Maybelline,34.91,2
C04293,O0043338,2025-06-12,SPO-PUM-0598,Sports,Puma,174.55,1
C04503,O0045285,2025-07-03,BOO-PEA-0069,Books,Pearson,36.54,1
C04679,O0046957,2026-02-17,GRO-NES-0527,Grocery,Nestle,11.34,1
C04858,O0048791,2025-04-30,ELE-SON-0686,Electronics,Sony,345.34,1
C03640,O0036586,2025-06-16,FAS-ZAR-0191,Fashion,Zara,57.36,1
C00997,O0010466,2026-04-09,SPO-UND-0113,Sports,Under Armour,122.19,1
C00755,O0007822,2025-09-29,HOM-OXO-0278,Home,OXO,72.19,1
C00703,O0007206,2026-03-03,GRO-PEP-0588,Grocery,PepsiCo,185.23,4
C00619,O0006414,2025-08-18,SPO-REE-0700,Sports,Reebok,220.57,1
C03393,O0034047,2025-04-06,HOM-NIN-0009,Home,Ninja,215.95,1
C01225,O0012729,2025-09-28,FAS-UNI-0324,Fashion,Uniqlo,138.78,1
C00676,O0006926,2025-10-09,ELE-LOG-0254,Electronics,Logitech,333.04,1
C02771,O0027996,2025-04-16,FAS-ADI-0501,Fashion,Adidas,151.42,2
C03743,O0037613,2025-10-31,TOY-MAT-0734,Toys,Mattel,156.05,3
C03922,O0039484,2025-04-26,BOO-PEN-0503,Books,Penguin,45.12,3
C00305,O0003017,2026-02-17,HOM-PHI-0780,Home,Philips,89.37,1
C00175,O0001641,2026-02-14,ELE-SON-0125,Electronics,Sony,148.11,1
C00850,O0008884,2024-12-23,GRO-QUA-0027,Grocery,Quaker,7.93,1
C03742,O0037602,2025-09-25,FAS-UNI-0128,Fashion,Uniqlo,27.82,1
C01244,O0012970,2026-02-05,ELE-APP-0089,Electronics,Apple,645.46,1
C02297,O0023464,2025-05-01,HOM-PHI-0793,Home,Philips,112.38,1
C01517,O0015758,2025-08-19,BEA-LO-0097,Beauty,L'Oreal,36.38,2
C04363,O0044077,2025-09-04,ELE-LOG-0368,Electronics,Logitech,661.54,2
C00411,O0004087,2025-08-15,BEA-CER-0529,Beauty,CeraVe,34.08,1
C00054,O0000509,2025-08-17,SPO-UND-0094,Sports,Under Armour,95.13,1
C00612,O0006355,2025-04-14,SPO-UND-0454,Sports,Under Armour,69.08,1
C02952,O0029645,2025-04-25,GRO-HEI-0777,Grocery,Heinz,32.38,1
C02035,O0020816,2025-04-06,FAS-NIK-0710,Fashion,Nike,125.54,1
C00601,O0006235,2026-02-07,BEA-CER-0323,Beauty,CeraVe,96.14,3
C03198,O0031990,2025-11-29,SPO-COL-0201,Sports,Columbia,94.58,1
C01248,O0012996,2025-01-15,FAS-ZAR-0632,Fashion,Zara,157.57,1
C04214,O0042502,2025-04-21,GRO-HEI-0667,Grocery,Heinz,101.1,3
C03871,O0038921,2025-02-01,FAS-NIK-0509,Fashion,Nike,104.83,5
C00029,O0000263,2025-04-08,GRO-PEP-0756,Grocery,PepsiCo,14.63,1
C00761,O0007892,2025-06-02,TOY-LEG-0581,Toys,Lego,91.04,1
C01002,O0010528,2026-03-18,TOY-FIS-0701,Toys,Fisher-Price,138.11,1
C01816,O0018601,2025-08-29,GRO-NES-0283,Grocery,Nestle,37.63,2
C02359,O0024115,2026-05-02,BOO-NO -0545,Books,No Starch,167.36,3
C03331,O0033499,2026-02-08,BEA-CER-0169,Beauty,CeraVe,29.08,1
C01296,O0013472,2025-04-22,BEA-LO-0716,Beauty,L'Oreal,52.35,1
C03178,O0031726,2025-01-21,HOM-OXO-0597,Home,OXO,84.18,1
C02319,O0023691,2026-04-05,ELE-SON-0733,Electronics,Sony,273.53,1
